iter	Logloss
300	0.1033942815
301	0.1033429848
302	0.1033213097
303	0.102974795
304	0.1028078411
305	0.1027680809
306	0.1024202266
307	0.1023724309
308	0.1023360077
309	0.1021000884
310	0.1020699191
311	0.1020488516
312	0.1020297334
313	0.1019396079
314	0.1016872419
315	0.1016741917
316	0.1016529875
317	0.1016158651
318	0.1014138795
319	0.1013878437
320	0.1013608189
321	0.1009817091
322	0.1009525952
323	0.1009152717
324	0.1006393163
325	0.1003338971
326	0.1001955761
327	0.1001239898
328	0.1000995084
329	0.1000283967
330	0.1000101195
331	0.09998231112
332	0.09992850006
333	0.09984478846
334	0.09975029765
335	0.09947576494
336	0.09919750215
337	0.09887448003
338	0.09858702918
339	0.09850704522
340	0.09848671924
341	0.09845963927
342	0.09817550093
343	0.09791821796
344	0.09790223298
345	0.097655598
346	0.0973663418
347	0.09734360118
348	0.09705896987
349	0.09686631498
350	0.09658649844
351	0.09634778227
352	0.09619834951
353	0.09617678781
354	0.09614387869
355	0.09586580271
356	0.095843626
357	0.09552514476
358	0.09517133977
359	0.09510515138
360	0.09481029269
361	0.09473118698
362	0.09471212985
363	0.09443947955
364	0.0943109422
365	0.09429126904
366	0.09421911885
367	0.09412171388
368	0.09409945603
369	0.09384645396
370	0.09366112168
371	0.09341917945
372	0.09340169795
373	0.09316126512
374	0.09314624199
375	0.09287868178
376	0.09265027412
377	0.09232024926
378	0.09222419774
379	0.09192492468
380	0.0917783691
381	0.09151238819
382	0.09141379408
383	0.09116724127
384	0.09115002669
385	0.09085050571
386	0.09058950656
387	0.09057281582
388	0.09054877387
389	0.09044975464
390	0.0903336081
391	0.09031703571
392	0.09027021676
393	0.09016562019
394	0.09001972396
395	0.08992462898
396	0.08982261874
397	0.08980686921
398	0.08969056591
399	0.08961178763
400	0.08939619449
401	0.08908472866
402	0.08899572853
403	0.0889006638
404	0.08885171083
405	0.08857241854
406	0.08835920366
407	0.08811921804
408	0.08810450292
409	0.08787930436
410	0.08759273688
411	0.08750571849
412	0.08727876342
413	0.08726498338
414	0.08695654229
415	0.0867733518
416	0.08674833921
417	0.08672843877
418	0.08650551075
419	0.08646604834
420	0.08642280618
421	0.08623965901
422	0.08594121332
423	0.08590245053
424	0.08571493396
425	0.08550882994
426	0.08549566265
427	0.08526692899
428	0.08522796447
429	0.08513095601
430	0.08487447995
431	0.08465815347
432	0.08457324293
433	0.08455202337
434	0.08435003245
435	0.08426866233
436	0.08404966
437	0.0839731586
438	0.08378918121
439	0.0834741619
440	0.08346592097
441	0.08345155373
442	0.08333220075
443	0.08314387153
444	0.08294171363
445	0.08274027824
446	0.08270662351
447	0.08243540291
448	0.08238207298
449	0.08231900579
450	0.08207456043
451	0.08188958644
452	0.08170804475
453	0.08162539066
454	0.08160389027
455	0.08155557683
456	0.08132293446
457	0.08109523113
458	0.08084330761
459	0.08065473701
460	0.0805788081
461	0.08051351473
462	0.0803573106
463	0.08016894051
464	0.08009419848
465	0.07992681065
466	0.07989531303
467	0.07972017808
468	0.07969245408
469	0.07968277345
470	0.07966741757
471	0.07961695909
472	0.07957201376
473	0.07923498309
474	0.07916932611
475	0.07892216504
476	0.07889236895
477	0.07874694568
478	0.07868337733
479	0.07843986949
480	0.07842752262
481	0.07840166223
482	0.07833540864
483	0.0781780816
484	0.07790982217
485	0.07787793233
486	0.07770593147
487	0.07755504572
488	0.07738954542
489	0.07731186225
490	0.07725852455
491	0.07712801342
492	0.07698150443
493	0.07679084192
494	0.07676300694
495	0.07658288594
496	0.07631154107
497	0.07613662625
498	0.07594826883
499	0.07590853621
500	0.07574362884
501	0.07560121497
502	0.0753181926
503	0.07513306124
504	0.07493745213
505	0.07478605296
506	0.07458306238
507	0.07440909632
508	0.07439774931
509	0.07418353579
510	0.07417177592
511	0.07410330819
512	0.07409347202
513	0.07391017811
514	0.07384889155
515	0.07359898208
516	0.07346232153
517	0.07321990512
518	0.07320422754
519	0.07303144448
520	0.07297089373
521	0.07296058031
522	0.07291409942
523	0.07270679135
524	0.07268170395
525	0.0725563434
526	0.07254396403
527	0.07238803623
528	0.07225984327
529	0.07208025553
530	0.07186521975
531	0.07182453264
532	0.07167037444
533	0.07166067521
534	0.07161907019
535	0.07149826913
536	0.07136086482
537	0.07130172638
538	0.07112386694
539	0.07111357866
540	0.07087356177
541	0.0707676986
542	0.07061119648
543	0.07054244445
544	0.07034139699
545	0.07033033019
546	0.07019095619
547	0.07000406198
548	0.06999560012
549	0.06995383384
550	0.06981616954
551	0.06962641084
552	0.06945542067
553	0.06927049819
554	0.06926058272
555	0.06918010515
556	0.06909453772
557	0.06908613901
558	0.0688967809
559	0.06881425517
560	0.06876913325
561	0.06859648284
562	0.06847834638
563	0.06823189209
564	0.06806858956
565	0.06801451361
566	0.0678832299
567	0.0677352763
568	0.06758466546
569	0.06750003698
570	0.06736175625
571	0.06723474281
572	0.06718241847
573	0.06706506563
574	0.06693860363
575	0.06677096625
576	0.06661192399
577	0.06648820672
578	0.06634401447
579	0.06627607918
580	0.06612874202
581	0.06598639498
582	0.06596449154
583	0.06591388058
584	0.06576885137
585	0.06571849364
586	0.06559744425
587	0.06555972404
588	0.06550277787
589	0.06524991989
590	0.06512064
591	0.06490857316
592	0.06476541778
593	0.06470576224
594	0.0645692793
595	0.06444115011
596	0.06440424214
597	0.06436472659
598	0.06434197943
599	0.0643106907
600	0.06420507505
601	0.06419750165
602	0.06408746121
603	0.06383403667
604	0.06370959913
605	0.06360840194
606	0.06354912187
607	0.06343674302
608	0.06343009714
609	0.06341678699
610	0.06326044919
611	0.06315433504
612	0.06311867751
613	0.06306193512
614	0.06300572168
615	0.06299869114
616	0.06286758708
617	0.06273585494
618	0.06271213469
619	0.06265857625
620	0.0624542081
621	0.06230466334
622	0.06229550615
623	0.0622653162
624	0.06204238247
625	0.06196805555
626	0.06181488229
627	0.0616716241
628	0.06154439074
629	0.06153827545
630	0.06153035481
631	0.06149994228
632	0.06146593887
633	0.06135044147
634	0.06131813815
635	0.06115925511
636	0.06104320566
637	0.06092636441
638	0.06091849016
639	0.06078809063
640	0.060686584
641	0.06057803599
642	0.06048716244
643	0.06031489587
644	0.06011139984
645	0.06010587319
646	0.05999059305
647	0.0599845168
648	0.05979995466
649	0.05967673834
650	0.05952878761
651	0.059438126
652	0.05933417959
653	0.05929793833
654	0.05928967063
655	0.05928239095
656	0.05919018008
657	0.05916468084
658	0.05902204297
659	0.0590164967
660	0.05886156448
661	0.05885537704
662	0.05882315282
663	0.05872442893
664	0.05871690684
665	0.05862608438
666	0.05848877429
667	0.0584419721
668	0.05843422845
669	0.05833173258
670	0.0583161016
671	0.05819573772
672	0.05815126269
673	0.05805795529
674	0.05799605087
675	0.05787829253
676	0.05783268703
677	0.05782220254
678	0.05777256937
679	0.05776636272
680	0.05764260274
681	0.05754406852
682	0.0574462515
683	0.05741943007
684	0.0573917447
685	0.057296952
686	0.05727725861
687	0.05727171193
688	0.05720975069
689	0.057118107
690	0.05700716296
691	0.05691535004
692	0.05683002582
693	0.05673421834
694	0.0566702214
695	0.05661214456
696	0.0565651063
697	0.056453424
698	0.05644597427
699	0.05637981143
700	0.05627204991
701	0.05618468467
702	0.05608374133
703	0.0559543617
704	0.05588789841
705	0.0557910183
706	0.05570553916
707	0.05560858833
708	0.05557249709
709	0.05545647196
710	0.05533624237
711	0.05524862002
712	0.05514494197
713	0.05511330393
714	0.05510715553
715	0.0550363028
716	0.0550307177
717	0.05490635538
718	0.05489693044
719	0.0547617517
720	0.0546664182
721	0.05462312412
722	0.05444031604
723	0.0543247189
724	0.05418575551
725	0.05406706414
726	0.05395812412
727	0.05379128957
728	0.05378240748
729	0.05369982166
730	0.05358305664
731	0.0533969665
732	0.05331132854
733	0.05318765726
734	0.05314307615
735	0.0530768988
736	0.05304885779
737	0.0529351212
738	0.05289605162
739	0.05276305799
740	0.05275710621
741	0.05268062178
742	0.05264889954
743	0.05264386975
744	0.05254429786
745	0.05250483442
746	0.05246605753
747	0.05239145162
748	0.05231196881
749	0.05224974351
750	0.05216790492
751	0.05212890606
752	0.05204924299
753	0.05191686212
754	0.05173735265
755	0.05165052925
756	0.05155898878
757	0.05143906004
758	0.05129378679
759	0.05125614506
760	0.05110220535
761	0.05109754858
762	0.05101658334
763	0.05101240095
764	0.05090853956
765	0.05085801935
766	0.05078352341
767	0.050646972
768	0.05064019225
769	0.05055546342
770	0.05051121178
771	0.05040552378
772	0.05032536854
773	0.0502103909
774	0.05017491671
775	0.05005194504
776	0.05003829847
777	0.04995389011
778	0.04991042251
779	0.04981710121
780	0.04969360856
781	0.04963231506
782	0.04956278758
783	0.04945624544
784	0.04936523331
785	0.04924374326
786	0.04923901127
787	0.04921515858
788	0.04914115316
789	0.04913551839
790	0.04906280757
791	0.04904984426
792	0.04895143554
793	0.04888112199
794	0.0488310874
795	0.04882361518
796	0.04874511773
797	0.04862600777
798	0.04857277042
799	0.04848366421
800	0.04845083215
801	0.04842886943
802	0.04832776544
803	0.04829523893
804	0.04819999659
805	0.04819602288
806	0.0480971645
807	0.048001766
808	0.04793259702
809	0.04786505252
810	0.04781108326
811	0.04774329716
812	0.04765623259
813	0.04760810106
814	0.04750067514
815	0.04741634998
816	0.04734354759
817	0.04723097662
818	0.04717334146
819	0.04708784474
820	0.04705015968
821	0.04701613685
822	0.04700254995
823	0.04699781755
824	0.04693590169
825	0.04687709702
826	0.04677187686
827	0.04676801802
828	0.04666425044
829	0.0465747982
830	0.04650982429
831	0.04650591291
832	0.04644019687
833	0.04632900674
834	0.04632411757
835	0.04627666706
836	0.04622463908
837	0.04620718271
838	0.04615536505
839	0.04615205498
840	0.04606604995
841	0.04601317274
842	0.04599836258
843	0.04588430673
844	0.04579683358
845	0.04573517218
846	0.04568306387
847	0.04558247106
848	0.04556595692
849	0.04549787855
850	0.0454107453
851	0.04539093969
852	0.04537194653
853	0.04530347717
854	0.04529955006
855	0.04518266854
856	0.04509153399
857	0.04508822454
858	0.04502901314
859	0.04493178148
860	0.0449283308
861	0.04484412806
862	0.04472461648
863	0.0446941735
864	0.04453821669
865	0.04446580059
866	0.04445226255
867	0.04435549792
868	0.04432272002
869	0.04424277713
870	0.04423707716
871	0.0441359838
872	0.04405740418
873	0.04398938448
874	0.04395006411
875	0.04383557414
876	0.04383201288
877	0.04381811777
878	0.04377006575
879	0.04372472779
880	0.04372183366
881	0.04360801183
882	0.04352196736
883	0.04343639767
884	0.04337692118
885	0.04331784569
886	0.04327878408
887	0.0432040766
888	0.0432002433
889	0.04317597795
890	0.04314157537
891	0.04307003549
892	0.04301332477
893	0.0430092599
894	0.04290606441
895	0.04284949104
896	0.04270455891
897	0.04270108514
898	0.04266180667
899	0.04260814706
900	0.04250980129
901	0.04238385149
902	0.04231762835
903	0.04216920262
904	0.04206461034
905	0.04199255519
906	0.04194978864
907	0.04192503481
908	0.04189731019
909	0.04189356907
910	0.04181953913
911	0.04181708648
912	0.04175447467
913	0.0416006065
914	0.04150102745
915	0.04138496083
916	0.04130059172
917	0.04116688723
918	0.041162116
919	0.04109365072
920	0.04106191642
921	0.04097058913
922	0.04089989235
923	0.04089602329
924	0.04088930301
925	0.04088660488
926	0.0408366451
927	0.04073525988
928	0.04065236093
929	0.04062736264
930	0.04061090042
931	0.04060431749
932	0.04050258296
933	0.04048738263
934	0.04043644587
935	0.04038042436
936	0.04025881249
937	0.04022931317
938	0.04019919803
939	0.04013321975
940	0.03997094796
941	0.0398833395
942	0.03980757676
943	0.03980203396
944	0.03974696367
945	0.03968134245
946	0.0396062219
947	0.03957721536
948	0.03956565191
949	0.03950037447
950	0.03942833466
951	0.03935185411
952	0.03934877337
953	0.0393449928
954	0.03933164443
955	0.03926566431
956	0.03917218052
957	0.03908574545
958	0.03907759037
959	0.03894727955
960	0.03894278894
961	0.03888959942
962	0.03882804675
963	0.03876614009
964	0.03876410602
965	0.03875979282
966	0.03874837693
967	0.03868193571
968	0.03861248876
969	0.03860240324
970	0.0385160158
971	0.03846345457
972	0.03839154945
973	0.03833748106
974	0.03827682136
975	0.0381774375
976	0.03809524247
977	0.03809116411
978	0.03808491842
979	0.03801560412
980	0.03797380514
981	0.03794559613
982	0.03793025722
983	0.03792709779
984	0.03788394209
985	0.03781899821
986	0.03775513842
987	0.03772835909
988	0.0376380983
989	0.03759010963
990	0.03750539327
991	0.03748591939
992	0.03745231596
993	0.03734643072
994	0.03734248399
995	0.03731302637
996	0.03730135111
997	0.03726084203
998	0.03723926867
999	0.03716415752
